LAMMPS data file by lmp_data

2099 atoms
2 atom types


0 21 xlo xhi
0 105 ylo yhi
-1 1  zlo zhi

Masses

1 1
2 1

Atoms

1 2 1.0  1.0  0.0  0  0  0
2 2 1.0  2.0  0.0  0  0  0
3 2 1.0  3.0  0.0  0  0  0
4 2 1.0  4.0  0.0  0  0  0
5 2 1.0  5.0  0.0  0  0  0
6 2 1.0  6.0  0.0  0  0  0
7 2 1.0  7.0  0.0  0  0  0
8 2 1.0  8.0  0.0  0  0  0
9 2 1.0  9.0  0.0  0  0  0
10 2 1.0  10.0  0.0  0  0  0
11 2 1.0  11.0  0.0  0  0  0
12 2 1.0  12.0  0.0  0  0  0
13 2 1.0  13.0  0.0  0  0  0
14 2 1.0  14.0  0.0  0  0  0
15 2 1.0  15.0  0.0  0  0  0
16 2 1.0  16.0  0.0  0  0  0
17 2 1.0  17.0  0.0  0  0  0
18 2 1.0  18.0  0.0  0  0  0
19 2 1.0  19.0  0.0  0  0  0
20 2 1.0  20.0  0.0  0  0  0
21 2 1.0  21.0  0.0  0  0  0
22 2 1.0  22.0  0.0  0  0  0
23 2 1.0  23.0  0.0  0  0  0
24 2 1.0  24.0  0.0  0  0  0
25 2 1.0  25.0  0.0  0  0  0
26 2 1.0  26.0  0.0  0  0  0
27 2 1.0  27.0  0.0  0  0  0
28 2 1.0  28.0  0.0  0  0  0
29 2 1.0  29.0  0.0  0  0  0
30 2 1.0  30.0  0.0  0  0  0
31 2 1.0  31.0  0.0  0  0  0
32 2 1.0  32.0  0.0  0  0  0
33 2 1.0  33.0  0.0  0  0  0
34 2 1.0  34.0  0.0  0  0  0
35 2 1.0  35.0  0.0  0  0  0
36 2 1.0  36.0  0.0  0  0  0
37 2 1.0  37.0  0.0  0  0  0
38 2 1.0  38.0  0.0  0  0  0
39 2 1.0  39.0  0.0  0  0  0
40 2 1.0  40.0  0.0  0  0  0
41 2 1.0  41.0  0.0  0  0  0
42 2 1.0  42.0  0.0  0  0  0
43 2 1.0  43.0  0.0  0  0  0
44 2 1.0  44.0  0.0  0  0  0
45 2 1.0  45.0  0.0  0  0  0
46 2 1.0  46.0  0.0  0  0  0
47 2 1.0  47.0  0.0  0  0  0
48 2 1.0  48.0  0.0  0  0  0
49 2 1.0  49.0  0.0  0  0  0
50 2 1.0  50.0  0.0  0  0  0
51 2 1.0  51.0  0.0  0  0  0
52 2 1.0  52.0  0.0  0  0  0
53 2 1.0  53.0  0.0  0  0  0
54 2 1.0  54.0  0.0  0  0  0
55 2 1.0  55.0  0.0  0  0  0
56 2 1.0  56.0  0.0  0  0  0
57 2 1.0  57.0  0.0  0  0  0
58 2 1.0  58.0  0.0  0  0  0
59 2 1.0  59.0  0.0  0  0  0
60 2 1.0  60.0  0.0  0  0  0
61 2 1.0  61.0  0.0  0  0  0
62 2 1.0  62.0  0.0  0  0  0
63 2 1.0  63.0  0.0  0  0  0
64 2 1.0  64.0  0.0  0  0  0
65 2 1.0  65.0  0.0  0  0  0
66 2 1.0  66.0  0.0  0  0  0
67 2 1.0  67.0  0.0  0  0  0
68 2 1.0  68.0  0.0  0  0  0
69 2 1.0  69.0  0.0  0  0  0
70 2 1.0  70.0  0.0  0  0  0
71 2 1.0  71.0  0.0  0  0  0
72 2 1.0  72.0  0.0  0  0  0
73 2 1.0  73.0  0.0  0  0  0
74 2 1.0  74.0  0.0  0  0  0
75 2 1.0  75.0  0.0  0  0  0
76 2 1.0  76.0  0.0  0  0  0
77 2 1.0  77.0  0.0  0  0  0
78 2 1.0  78.0  0.0  0  0  0
79 2 1.0  79.0  0.0  0  0  0
80 2 1.0  80.0  0.0  0  0  0
81 2 1.0  81.0  0.0  0  0  0
82 2 1.0  82.0  0.0  0  0  0
83 2 1.0  83.0  0.0  0  0  0
84 2 1.0  84.0  0.0  0  0  0
85 2 1.0  85.0  0.0  0  0  0
86 2 1.0  86.0  0.0  0  0  0
87 2 1.0  87.0  0.0  0  0  0
88 2 1.0  88.0  0.0  0  0  0
89 2 1.0  89.0  0.0  0  0  0
90 2 1.0  90.0  0.0  0  0  0
91 2 1.0  91.0  0.0  0  0  0
92 2 1.0  92.0  0.0  0  0  0
93 2 1.0  93.0  0.0  0  0  0
94 2 1.0  94.0  0.0  0  0  0
95 2 1.0  95.0  0.0  0  0  0
96 2 1.0  96.0  0.0  0  0  0
97 2 1.0  97.0  0.0  0  0  0
98 2 1.0  98.0  0.0  0  0  0
99 2 1.0  99.0  0.0  0  0  0
100 2 1.0  100.0  0.0  0  0  0
101 2 1.0  101.0  0.0  0  0  0
102 2 1.0  102.0  0.0  0  0  0
103 2 1.0  103.0  0.0  0  0  0
104 2 1.0  104.0  0.0  0  0  0
105 1 1.0  105.0  0.0   0  0  0  
106 2 2.0  1.0  0.0  0  0  0
107 2 2.0  2.0  0.0  0  0  0
108 2 2.0  3.0  0.0  0  0  0
109 2 2.0  4.0  0.0  0  0  0
110 1 2.0  5.0  0.0   0  0  0  
111 1 2.0  6.0  0.0   0  0  0  
112 1 2.0  7.0  0.0   0  0  0  
113 2 2.0  8.0  0.0  0  0  0
114 2 2.0  9.0  0.0  0  0  0
115 2 2.0  10.0  0.0  0  0  0
116 2 2.0  11.0  0.0  0  0  0
117 2 2.0  12.0  0.0  0  0  0
118 2 2.0  13.0  0.0  0  0  0
119 1 2.0  14.0  0.0   0  0  0  
120 1 2.0  15.0  0.0   0  0  0  
121 1 2.0  16.0  0.0   0  0  0  
122 2 2.0  17.0  0.0  0  0  0
123 2 2.0  18.0  0.0  0  0  0
124 2 2.0  19.0  0.0  0  0  0
125 2 2.0  20.0  0.0  0  0  0
126 2 2.0  21.0  0.0  0  0  0
127 2 2.0  22.0  0.0  0  0  0
128 2 2.0  23.0  0.0  0  0  0
129 2 2.0  24.0  0.0  0  0  0
130 2 2.0  25.0  0.0  0  0  0
131 2 2.0  26.0  0.0  0  0  0
132 2 2.0  27.0  0.0  0  0  0
